,MilliQ,B20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_20_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_100_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_50_R1,A(CDOM),a(CDOM),ln(a),Sr,B20Sep19_20_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,F20Sep19_45_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_Surf_R2,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_5m_R1,A(CDOM),a(CDOM),ln(a),Sr,F12Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9m_R2,A(CDOM),a(CDOM),ln(a),Sr
410,0,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,3.2242,1.170684857,,0.088,0.088,20.2664,3.008964342,
411,0,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.012,0.012,2.7636,1.016534178,,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,3.2242,1.170684857,,0.088,0.088,20.2664,3.008964342,
412,0,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,3.2242,1.170684857,,0.087,0.087,20.0361,2.997535646,
413,0,0.014,0.014,3.2242,1.170684857,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.02,0.02,4.606,1.527359801,,0.015,0.015,3.4545,1.239677729,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,3.2242,1.170684857,,0.087,0.087,20.0361,2.997535646,
414,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,3.2242,1.170684857,,0.086,0.086,19.8058,2.985974824,
415,0,0.013,0.013,2.9939,1.096576885,,0.021,0.021,4.8363,1.576149966,,0.013,0.013,2.9939,1.096576885,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.011,0.011,2.5333,0.929522801,,0.02,0.02,4.606,1.527359801,,0.014,0.014,3.2242,1.170684857,,0.025,0.025,5.7575,1.750503353,,0.014,0.014,3.2242,1.170684857,,0.086,0.086,19.8058,2.985974824,
416,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.024,0.024,5.5272,1.709681358,,0.014,0.014,3.2242,1.170684857,,0.085,0.085,19.5755,2.974278784,
417,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.013,0.013,2.9939,1.096576885,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.024,0.024,5.5272,1.709681358,,0.014,0.014,3.2242,1.170684857,,0.085,0.085,19.5755,2.974278784,
418,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.011,0.011,2.5333,0.929522801,,0.019,0.019,4.3757,1.476066507,,0.014,0.014,3.2242,1.170684857,,0.024,0.024,5.5272,1.709681358,,0.014,0.014,3.2242,1.170684857,,0.084,0.084,19.3452,2.962444327,
419,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.084,0.084,19.3452,2.962444327,
420,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.084,0.084,19.3452,2.962444327,
421,0,0.013,0.013,2.9939,1.096576885,,0.02,0.02,4.606,1.527359801,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.019,0.019,4.3757,1.476066507,,0.013,0.013,2.9939,1.096576885,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.083,0.083,19.1149,2.950468136,
422,0,0.013,0.013,2.9939,1.096576885,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.083,0.083,19.1149,2.950468136,
423,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.082,0.082,18.8846,2.938346775,
424,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.01,0.01,2.303,0.834212621,,0.018,0.018,4.1454,1.421999286,,0.013,0.013,2.9939,1.096576885,,0.024,0.024,5.5272,1.709681358,,0.013,0.013,2.9939,1.096576885,,0.082,0.082,18.8846,2.938346775,
425,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.082,0.082,18.8846,2.938346775,
426,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.012,0.012,2.7636,1.016534178,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.01,0.01,2.303,0.834212621,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.081,0.081,18.6543,2.926076683,
427,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.081,0.081,18.6543,2.926076683,
428,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.018,0.018,4.1454,1.421999286,,0.012,0.012,2.7636,1.016534178,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.08,0.08,18.424,2.913654163,
429,0,0.012,0.012,2.7636,1.016534178,,0.019,0.019,4.3757,1.476066507,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.08,0.08,18.424,2.913654163,
430,0,0.012,0.012,2.7636,1.016534178,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.012,0.012,2.7636,1.016534178,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.079,0.079,18.1937,2.90107538,
431,0,0.012,0.012,2.7636,1.016534178,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.023,0.023,5.2969,1.667121744,,0.013,0.013,2.9939,1.096576885,,0.079,0.079,18.1937,2.90107538,
432,0,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.079,0.079,18.1937,2.90107538,
433,0,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.078,0.078,17.9634,2.888336355,
434,0,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.078,0.078,17.9634,2.888336355,
435,0,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.017,0.017,3.9151,1.364840872,,0.011,0.011,2.5333,0.929522801,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.078,0.078,17.9634,2.888336355,
436,0,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.077,0.077,17.7331,2.87543295,
437,0,0.011,0.011,2.5333,0.929522801,,0.018,0.018,4.1454,1.421999286,,0.011,0.011,2.5333,0.929522801,,0.012,0.012,2.7636,1.016534178,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.011,0.011,2.5333,0.929522801,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.077,0.077,17.7331,2.87543295,
438,0,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.076,0.076,17.5028,2.862360868,
439,0,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.076,0.076,17.5028,2.862360868,
440,0,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.076,0.076,17.5028,2.862360868,
441,0,0.011,0.011,2.5333,0.929522801,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.022,0.022,5.0666,1.622669981,,0.012,0.012,2.7636,1.016534178,,0.075,0.075,17.2725,2.849115641,
442,0,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.075,0.075,17.2725,2.849115641,
443,0,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.01,0.01,2.303,0.834212621,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.075,0.075,17.2725,2.849115641,
444,0,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.012,0.012,2.7636,1.016534178,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.074,0.074,17.0422,2.835692621,
445,0,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.012,0.012,2.7636,1.016534178,,0.074,0.074,17.0422,2.835692621,
446,0,0.01,0.01,2.303,0.834212621,,0.017,0.017,3.9151,1.364840872,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.073,0.073,16.8119,2.822086969,
447,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.073,0.073,16.8119,2.822086969,
448,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.073,0.073,16.8119,2.822086969,
449,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.01,0.01,2.303,0.834212621,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.021,0.021,4.8363,1.576149966,,0.011,0.011,2.5333,0.929522801,,0.073,0.073,16.8119,2.822086969,
450,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.072,0.072,16.5816,2.808293647,
451,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.072,0.072,16.5816,2.808293647,
452,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.014,0.014,3.2242,1.170684857,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.072,0.072,16.5816,2.808293647,
453,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.071,0.071,16.3513,2.794307405,
454,0,0.01,0.01,2.303,0.834212621,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.009,0.009,2.0727,0.728852105,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.071,0.071,16.3513,2.794307405,
455,0,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.071,0.071,16.3513,2.794307405,
456,0,0.009,0.009,2.0727,0.728852105,,0.016,0.016,3.6848,1.30421625,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.071,0.071,16.3513,2.794307405,
457,0,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.07,0.07,16.121,2.78012277,
458,0,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.07,0.07,16.121,2.78012277,
459,0,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.011,0.011,2.5333,0.929522801,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.07,0.07,16.121,2.78012277,
460,0,0.009,0.009,2.0727,0.728852105,,0.015,0.015,3.4545,1.239677729,,0.009,0.009,2.0727,0.728852105,,0.01,0.01,2.303,0.834212621,,0.013,0.013,2.9939,1.096576885,,0.007,0.007,1.6121,0.477537677,,0.008,0.008,1.8424,0.61106907,,0.007,0.007,1.6121,0.477537677,,0.014,0.014,3.2242,1.170684857,,0.008,0.008,1.8424,0.61106907,,0.02,0.02,4.606,1.527359801,,0.011,0.011,2.5333,0.929522801,,0.07,0.07,16.121,2.78012277,
