,MilliQ,F22Aug19_101_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_9m_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_200_R1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_50_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_01_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_100_R2,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_99_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_20_r1,A(CDOM),a(CDOM),ln(a),Sr,F22Aug19_102_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_01_R1,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_30_R2,A(CDOM),a(CDOM),ln(a),Sr,B22Aug19_45_r1,A(CDOM),a(CDOM),ln(a),Sr
609,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
610,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
611,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
612,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
613,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
614,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
615,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
616,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
617,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
618,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
619,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
620,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
621,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
622,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
623,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
624,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
625,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
626,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
627,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
628,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
629,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
630,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
631,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
632,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
633,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
634,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.005,0.005,1.1515,0.14106544,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
635,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.014,0.014,3.2242,1.170684857,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
636,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
637,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
638,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
639,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
640,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
641,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
642,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
643,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
644,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
645,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
646,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
647,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
648,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
649,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
650,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
651,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
652,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
653,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
654,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
655,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
656,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
657,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
658,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
659,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.2303,-1.468372472,
660,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.001,0.001,0.2303,-1.468372472,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
661,0,0.004,0.004,0.9212,-0.082078111,,0.022,0.022,5.0666,1.622669981,,0.013,0.013,2.9939,1.096576885,,0.002,0.002,0.4606,-0.775225292,,0.004,0.004,0.9212,-0.082078111,,0.008,0.008,1.8424,0.61106907,,0.004,0.004,0.9212,-0.082078111,,0.002,0.002,0.4606,-0.775225292,,0.007,0.007,1.6121,0.477537677,,0.002,0.002,0.4606,-0.775225292,,0.002,0.002,0.4606,-0.775225292,,0.001,0.001,0.2303,-1.468372472,
