,Blank,F29Jul19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dup,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_5mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_5mR1,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_9mR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F29Jul19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F29Jul19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_SurfR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_SurfR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F5Aug19_9mR1,A(CDOM),a(CDOM),ln(a),Sr,F5Aug19_9mR1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
402,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.017,0.015,3.4545,1.239677729,,0.11,0.108,24.8724,3.213758755,,0.026,0.024,11.0544,2.402828539,,0.014,0.012,2.7636,1.016534178,,0.005,0.003,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.002,0,0,#NUM!,,0.108,0.106,24.4118,3.195066622,,0.024,0.022,10.1332,2.315817162,
403,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.017,0.015,3.4545,1.239677729,,0.109,0.107,24.6421,3.204456362,,0.026,0.024,11.0544,2.402828539,,0.013,0.011,2.5333,0.929522801,,0.005,0.003,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.002,0,0,#NUM!,,0.107,0.105,24.1815,3.185587878,,0.024,0.022,10.1332,2.315817162,
404,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.017,0.015,3.4545,1.239677729,,0.109,0.107,24.6421,3.204456362,,0.026,0.024,11.0544,2.402828539,,0.013,0.011,2.5333,0.929522801,,0.005,0.003,1.3818,0.323386997,,0.011,0.009,2.0727,0.728852105,,0.002,0,0,#NUM!,,0.106,0.104,23.9512,3.176018427,,0.023,0.021,9.6726,2.269297146,
405,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.108,0.106,24.4118,3.195066622,,0.026,0.024,11.0544,2.402828539,,0.013,0.011,2.5333,0.929522801,,0.005,0.003,1.3818,0.323386997,,0.01,0.008,1.8424,0.61106907,,0.002,0,0,#NUM!,,0.106,0.104,23.9512,3.176018427,,0.023,0.021,9.6726,2.269297146,
406,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.108,0.106,24.4118,3.195066622,,0.026,0.024,11.0544,2.402828539,,0.013,0.011,2.5333,0.929522801,,0.005,0.003,1.3818,0.323386997,,0.01,0.008,1.8424,0.61106907,,0.002,0,0,#NUM!,,0.105,0.103,23.7209,3.166356516,,0.023,0.021,9.6726,2.269297146,
407,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.107,0.105,24.1815,3.185587878,,0.026,0.024,11.0544,2.402828539,,0.013,0.011,2.5333,0.929522801,,0.005,0.003,1.3818,0.323386997,,0.01,0.008,1.8424,0.61106907,,0.002,0,0,#NUM!,,0.105,0.103,23.7209,3.166356516,,0.023,0.021,9.6726,2.269297146,
408,0.002,0.021,0.019,4.3757,1.476066507,,0.014,0.012,2.7636,1.016534178,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.106,0.104,23.9512,3.176018427,,0.026,0.024,11.0544,2.402828539,,0.013,0.011,2.5333,0.929522801,,0.005,0.003,1.3818,0.323386997,,0.01,0.008,1.8424,0.61106907,,0.001,-0.001,-0.4606,#NUM!,,0.104,0.102,23.4906,3.156600341,,0.023,0.021,9.6726,2.269297146,
409,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.106,0.104,23.9512,3.176018427,,0.025,0.023,10.5938,2.360268924,,0.012,0.01,2.303,0.834212621,,0.004,0.002,0.9212,-0.082078111,,0.01,0.008,1.8424,0.61106907,,0.001,-0.001,-0.4606,#NUM!,,0.103,0.101,23.2603,3.146748045,,0.022,0.02,9.212,2.220506982,
410,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.105,0.103,23.7209,3.166356516,,0.025,0.023,10.5938,2.360268924,,0.012,0.01,2.303,0.834212621,,0.004,0.002,0.9212,-0.082078111,,0.01,0.008,1.8424,0.61106907,,0.001,-0.001,-0.4606,#NUM!,,0.103,0.101,23.2603,3.146748045,,0.022,0.02,9.212,2.220506982,
411,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.105,0.103,23.7209,3.166356516,,0.025,0.023,10.5938,2.360268924,,0.012,0.01,2.303,0.834212621,,0.004,0.002,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.001,-0.001,-0.4606,#NUM!,,0.102,0.1,23.03,3.136797714,,0.022,0.02,9.212,2.220506982,
412,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.104,0.102,23.4906,3.156600341,,0.025,0.023,10.5938,2.360268924,,0.012,0.01,2.303,0.834212621,,0.004,0.002,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.001,-0.001,-0.4606,#NUM!,,0.102,0.1,23.03,3.136797714,,0.022,0.02,9.212,2.220506982,
413,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.006,0.004,1.8424,0.61106907,,0.016,0.014,3.2242,1.170684857,,0.103,0.101,23.2603,3.146748045,,0.025,0.023,10.5938,2.360268924,,0.012,0.01,2.303,0.834212621,,0.004,0.002,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.001,-0.001,-0.4606,#NUM!,,0.101,0.099,22.7997,3.126747378,,0.022,0.02,9.212,2.220506982,
414,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.006,0.004,1.8424,0.61106907,,0.016,0.014,3.2242,1.170684857,,0.103,0.101,23.2603,3.146748045,,0.025,0.023,10.5938,2.360268924,,0.012,0.01,2.303,0.834212621,,0.004,0.002,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.001,-0.001,-0.4606,#NUM!,,0.101,0.099,22.7997,3.126747378,,0.022,0.02,9.212,2.220506982,
415,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.102,0.1,23.03,3.136797714,,0.025,0.023,10.5938,2.360268924,,0.011,0.009,2.0727,0.728852105,,0.004,0.002,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.001,-0.001,-0.4606,#NUM!,,0.1,0.098,22.5694,3.116595007,,0.022,0.02,9.212,2.220506982,
416,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.101,0.099,22.7997,3.126747378,,0.025,0.023,10.5938,2.360268924,,0.011,0.009,2.0727,0.728852105,,0.004,0.002,0.9212,-0.082078111,,0.009,0.007,1.6121,0.477537677,,0.001,-0.001,-0.4606,#NUM!,,0.1,0.098,22.5694,3.116595007,,0.022,0.02,9.212,2.220506982,
417,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.007,0.005,2.303,0.834212621,,0.016,0.014,3.2242,1.170684857,,0.101,0.099,22.7997,3.126747378,,0.025,0.023,10.5938,2.360268924,,0.011,0.009,2.0727,0.728852105,,0.004,0.002,0.9212,-0.082078111,,0.008,0.006,1.3818,0.323386997,,0.001,-0.001,-0.4606,#NUM!,,0.099,0.097,22.3391,3.106338506,,0.021,0.019,8.7514,2.169213688,
418,0.002,0.02,0.018,4.1454,1.421999286,,0.013,0.011,2.5333,0.929522801,,0.006,0.004,1.8424,0.61106907,,0.016,0.014,3.2242,1.170684857,,0.1,0.098,22.5694,3.116595007,,0.024,0.022,10.1332,2.315817162,,0.011,0.009,2.0727,0.728852105,,0.004,0.002,0.9212,-0.082078111,,0.008,0.006,1.3818,0.323386997,,0.001,-0.001,-0.4606,#NUM!,,0.099,0.097,22.3391,3.106338506,,0.021,0.019,8.7514,2.169213688,
419,0.002,0.02,0.018,4.1454,1.421999286,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.016,0.014,3.2242,1.170684857,,0.099,0.097,22.3391,3.106338506,,0.024,0.022,10.1332,2.315817162,,0.011,0.009,2.0727,0.728852105,,0.004,0.002,0.9212,-0.082078111,,0.008,0.006,1.3818,0.323386997,,0.001,-0.001,-0.4606,#NUM!,,0.098,0.096,22.1088,3.095975719,,0.021,0.019,8.7514,2.169213688,
420,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.016,0.014,3.2242,1.170684857,,0.098,0.096,22.1088,3.095975719,,0.024,0.022,10.1332,2.315817162,,0.011,0.009,2.0727,0.728852105,,0.003,0.001,0.4606,-0.775225292,,0.008,0.006,1.3818,0.323386997,,0.001,-0.001,-0.4606,#NUM!,,0.098,0.096,22.1088,3.095975719,,0.021,0.019,8.7514,2.169213688,
421,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.098,0.096,22.1088,3.095975719,,0.024,0.022,10.1332,2.315817162,,0.011,0.009,2.0727,0.728852105,,0.003,0.001,0.4606,-0.775225292,,0.008,0.006,1.3818,0.323386997,,0,-0.002,-0.9212,#NUM!,,0.097,0.095,21.8785,3.085504419,,0.021,0.019,8.7514,2.169213688,
422,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.097,0.095,21.8785,3.085504419,,0.024,0.022,10.1332,2.315817162,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,,0.007,0.005,1.1515,0.14106544,,0,-0.002,-0.9212,#NUM!,,0.097,0.095,21.8785,3.085504419,,0.021,0.019,8.7514,2.169213688,
423,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.097,0.095,21.8785,3.085504419,,0.024,0.022,10.1332,2.315817162,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,,0.007,0.005,1.1515,0.14106544,,0,-0.002,-0.9212,#NUM!,,0.096,0.094,21.6482,3.07492231,,0.02,0.018,8.2908,2.115146466,
424,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.096,0.094,21.6482,3.07492231,,0.024,0.022,10.1332,2.315817162,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,,0.007,0.005,1.1515,0.14106544,,0,-0.002,-0.9212,#NUM!,,0.096,0.094,21.6482,3.07492231,,0.02,0.018,8.2908,2.115146466,
425,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.096,0.094,21.6482,3.07492231,,0.024,0.022,10.1332,2.315817162,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,,0.007,0.005,1.1515,0.14106544,,0,-0.002,-0.9212,#NUM!,,0.095,0.093,21.4179,3.064227021,,0.02,0.018,8.2908,2.115146466,
426,0.001,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.095,0.094,21.6482,3.07492231,,0.024,0.023,10.5938,2.360268924,,0.01,0.009,2.0727,0.728852105,,0.003,0.002,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0,-0.001,-0.4606,#NUM!,,0.095,0.094,21.6482,3.07492231,,0.02,0.019,8.7514,2.169213688,
427,0.002,0.019,0.017,3.9151,1.364840872,,0.012,0.01,2.303,0.834212621,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.095,0.093,21.4179,3.064227021,,0.024,0.022,10.1332,2.315817162,,0.01,0.008,1.8424,0.61106907,,0.003,0.001,0.4606,-0.775225292,,0.007,0.005,1.1515,0.14106544,,0,-0.002,-0.9212,#NUM!,,0.094,0.092,21.1876,3.053416105,,0.02,0.018,8.2908,2.115146466,
428,0.001,0.019,0.018,4.1454,1.421999286,,0.012,0.011,2.5333,0.929522801,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.094,0.093,21.4179,3.064227021,,0.023,0.022,10.1332,2.315817162,,0.01,0.009,2.0727,0.728852105,,0.003,0.002,0.9212,-0.082078111,,0.007,0.006,1.3818,0.323386997,,0,-0.001,-0.4606,#NUM!,,0.094,0.093,21.4179,3.064227021,,0.02,0.019,8.7514,2.169213688,
429,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.094,0.093,21.4179,3.064227021,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,1.8424,0.61106907,,0.003,0.002,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0,-0.001,-0.4606,#NUM!,,0.093,0.092,21.1876,3.053416105,,0.02,0.019,8.7514,2.169213688,
430,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.093,0.092,21.1876,3.053416105,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,1.8424,0.61106907,,0.003,0.002,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0,-0.001,-0.4606,#NUM!,,0.092,0.091,20.9573,3.042487034,,0.019,0.018,8.2908,2.115146466,
431,0.002,0.018,0.016,3.6848,1.30421625,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.093,0.091,20.9573,3.042487034,,0.023,0.021,9.6726,2.269297146,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,,0.006,0.004,0.9212,-0.082078111,,0,-0.002,-0.9212,#NUM!,,0.092,0.09,20.727,3.031437198,,0.019,0.017,7.8302,2.057988052,
432,0.002,0.018,0.016,3.6848,1.30421625,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.092,0.09,20.727,3.031437198,,0.023,0.021,9.6726,2.269297146,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,,0.006,0.004,0.9212,-0.082078111,,0,-0.002,-0.9212,#NUM!,,0.092,0.09,20.727,3.031437198,,0.019,0.017,7.8302,2.057988052,
433,0.002,0.018,0.016,3.6848,1.30421625,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.092,0.09,20.727,3.031437198,,0.023,0.021,9.6726,2.269297146,,0.009,0.007,1.6121,0.477537677,,0.003,0.001,0.4606,-0.775225292,,0.006,0.004,0.9212,-0.082078111,,0,-0.002,-0.9212,#NUM!,,0.091,0.089,20.4967,3.020263898,,0.019,0.017,7.8302,2.057988052,
434,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.092,0.091,20.9573,3.042487034,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,1.8424,0.61106907,,0.003,0.002,0.9212,-0.082078111,,0.006,0.005,1.1515,0.14106544,,0,-0.001,-0.4606,#NUM!,,0.091,0.09,20.727,3.031437198,,0.019,0.018,8.2908,2.115146466,
435,0.002,0.018,0.016,3.6848,1.30421625,,0.011,0.009,2.0727,0.728852105,,0.006,0.004,1.8424,0.61106907,,0.015,0.013,2.9939,1.096576885,,0.091,0.089,20.4967,3.020263898,,0.023,0.021,9.6726,2.269297146,,0.009,0.007,1.6121,0.477537677,,0.002,0,0,#NUM!,,0.006,0.004,0.9212,-0.082078111,,0,-0.002,-0.9212,#NUM!,,0.09,0.088,20.2664,3.008964342,,0.019,0.017,7.8302,2.057988052,
436,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.091,0.09,20.727,3.031437198,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,1.8424,0.61106907,,0.002,0.001,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0,-0.001,-0.4606,#NUM!,,0.09,0.089,20.4967,3.020263898,,0.019,0.018,8.2908,2.115146466,
437,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.09,0.089,20.4967,3.020263898,,0.023,0.022,10.1332,2.315817162,,0.009,0.008,1.8424,0.61106907,,0.002,0.001,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,0,-0.001,-0.4606,#NUM!,,0.089,0.088,20.2664,3.008964342,,0.019,0.018,8.2908,2.115146466,
438,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.015,0.014,3.2242,1.170684857,,0.09,0.089,20.4967,3.020263898,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.002,0.001,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,-0.001,-0.002,-0.9212,#NUM!,,0.089,0.088,20.2664,3.008964342,,0.018,0.017,7.8302,2.057988052,
439,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.09,0.089,20.4967,3.020263898,,0.023,0.022,10.1332,2.315817162,,0.008,0.007,1.6121,0.477537677,,0.002,0.001,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,-0.001,-0.002,-0.9212,#NUM!,,0.088,0.087,20.0361,2.997535646,,0.018,0.017,7.8302,2.057988052,
440,0.001,0.018,0.017,3.9151,1.364840872,,0.011,0.01,2.303,0.834212621,,0.006,0.005,2.303,0.834212621,,0.014,0.013,2.9939,1.096576885,,0.089,0.088,20.2664,3.008964342,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.002,0.001,0.4606,-0.775225292,,0.005,0.004,0.9212,-0.082078111,,-0.001,-0.002,-0.9212,#NUM!,,0.088,0.087,20.0361,2.997535646,,0.018,0.017,7.8302,2.057988052,
441,0.002,0.018,0.016,3.6848,1.30421625,,0.011,0.009,2.0727,0.728852105,,0.005,0.003,1.3818,0.323386997,,0.014,0.012,2.7636,1.016534178,,0.089,0.087,20.0361,2.997535646,,0.022,0.02,9.212,2.220506982,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,,0.005,0.003,0.6909,-0.369760183,,-0.001,-0.003,-1.3818,#NUM!,,0.087,0.085,19.5755,2.974278784,,0.018,0.016,7.3696,1.997363431,
442,0.002,0.018,0.016,3.6848,1.30421625,,0.011,0.009,2.0727,0.728852105,,0.005,0.003,1.3818,0.323386997,,0.014,0.012,2.7636,1.016534178,,0.088,0.086,19.8058,2.985974824,,0.022,0.02,9.212,2.220506982,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,,0.005,0.003,0.6909,-0.369760183,,-0.001,-0.003,-1.3818,#NUM!,,0.087,0.085,19.5755,2.974278784,,0.018,0.016,7.3696,1.997363431,
443,0.002,0.017,0.015,3.4545,1.239677729,,0.011,0.009,2.0727,0.728852105,,0.005,0.003,1.3818,0.323386997,,0.014,0.012,2.7636,1.016534178,,0.088,0.086,19.8058,2.985974824,,0.022,0.02,9.212,2.220506982,,0.008,0.006,1.3818,0.323386997,,0.002,0,0,#NUM!,,0.005,0.003,0.6909,-0.369760183,,-0.001,-0.003,-1.3818,#NUM!,,0.087,0.085,19.5755,2.974278784,,0.018,0.016,7.3696,1.997363431,
444,0.001,0.017,0.016,3.6848,1.30421625,,0.011,0.01,2.303,0.834212621,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.088,0.087,20.0361,2.997535646,,0.022,0.021,9.6726,2.269297146,,0.008,0.007,1.6121,0.477537677,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.086,0.085,19.5755,2.974278784,,0.018,0.017,7.8302,2.057988052,
445,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.088,0.087,20.0361,2.997535646,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.086,0.085,19.5755,2.974278784,,0.018,0.017,7.8302,2.057988052,
446,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.087,0.086,19.8058,2.985974824,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.085,0.084,19.3452,2.962444327,,0.017,0.016,7.3696,1.997363431,
447,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.087,0.086,19.8058,2.985974824,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.085,0.084,19.3452,2.962444327,,0.017,0.016,7.3696,1.997363431,
448,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.087,0.086,19.8058,2.985974824,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.085,0.084,19.3452,2.962444327,,0.017,0.016,7.3696,1.997363431,
449,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.086,0.085,19.5755,2.974278784,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.084,0.083,19.1149,2.950468136,,0.017,0.016,7.3696,1.997363431,
450,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.086,0.085,19.5755,2.974278784,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.084,0.083,19.1149,2.950468136,,0.017,0.016,7.3696,1.997363431,
451,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.086,0.085,19.5755,2.974278784,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.084,0.083,19.1149,2.950468136,,0.017,0.016,7.3696,1.997363431,
452,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.014,0.013,2.9939,1.096576885,,0.086,0.085,19.5755,2.974278784,,0.022,0.021,9.6726,2.269297146,,0.007,0.006,1.3818,0.323386997,,0.002,0.001,0.4606,-0.775225292,,0.004,0.003,0.6909,-0.369760183,,-0.001,-0.002,-0.9212,#NUM!,,0.083,0.082,18.8846,2.938346775,,0.017,0.016,7.3696,1.997363431,
453,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.013,0.012,2.7636,1.016534178,,0.085,0.084,19.3452,2.962444327,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.001,0,0,#NUM!,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.9212,#NUM!,,0.083,0.082,18.8846,2.938346775,,0.017,0.016,7.3696,1.997363431,
454,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.013,0.012,2.7636,1.016534178,,0.085,0.084,19.3452,2.962444327,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.001,0,0,#NUM!,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.9212,#NUM!,,0.082,0.081,18.6543,2.926076683,,0.017,0.016,7.3696,1.997363431,
455,0.001,0.017,0.016,3.6848,1.30421625,,0.01,0.009,2.0727,0.728852105,,0.005,0.004,1.8424,0.61106907,,0.013,0.012,2.7636,1.016534178,,0.084,0.083,19.1149,2.950468136,,0.021,0.02,9.212,2.220506982,,0.007,0.006,1.3818,0.323386997,,0.001,0,0,#NUM!,,0.003,0.002,0.4606,-0.775225292,,-0.001,-0.002,-0.9212,#NUM!,,0.082,0.081,18.6543,2.926076683,,0.017,0.016,7.3696,1.997363431,
