,Blank,F3Jun19_INF_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2,A(CDOM),a(CDOM),ln(a),Sr,F3Jun19_WET_R2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_9R1_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F6Jun19_5R2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2,A(CDOM),a(CDOM),ln(a),Sr,F6Jun19_SurfR2_Dil,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
594,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
595,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
596,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
597,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
598,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
599,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,
600,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
601,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
602,0,0.008,0.008,1.8424,0.61106907,,0.016,0.016,3.6848,1.30421625,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
603,0.001,0.008,0.007,1.6121,0.477537677,,0.016,0.015,3.4545,1.239677729,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.004,0.003,1.3818,0.323386997,
604,0.001,0.008,0.007,1.6121,0.477537677,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,
605,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
606,0,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
607,0,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
608,0,0.008,0.008,1.8424,0.61106907,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
609,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
610,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
611,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
612,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
613,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
614,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
615,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
616,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
617,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
618,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
619,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
620,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
621,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
622,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
623,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
624,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.004,0.004,1.8424,0.61106907,
625,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
626,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
627,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
628,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,
629,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
630,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
631,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,
632,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,
633,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
634,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
635,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
636,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
637,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
638,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
639,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
640,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
641,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
642,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
643,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
644,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
645,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
646,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
647,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
648,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
649,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
650,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
651,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
652,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.008,0.008,3.6848,1.30421625,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
653,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
654,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
655,0.001,0.008,0.007,1.6121,0.477537677,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
656,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.008,0.007,3.2242,1.170684857,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
657,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
658,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
659,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
660,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
661,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
662,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
663,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
664,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
665,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
666,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
667,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
668,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
669,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
670,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
671,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
672,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
673,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
674,0.001,0.007,0.006,1.3818,0.323386997,,0.015,0.014,3.2242,1.170684857,,0.007,0.006,2.7636,1.016534178,,0.006,0.005,1.1515,0.14106544,,0.003,0.002,0.9212,-0.082078111,,0.004,0.003,0.6909,-0.369760183,,0.005,0.004,0.9212,-0.082078111,,0.003,0.002,0.9212,-0.082078111,
675,0,0.007,0.007,1.6121,0.477537677,,0.015,0.015,3.4545,1.239677729,,0.007,0.007,3.2242,1.170684857,,0.006,0.006,1.3818,0.323386997,,0.003,0.003,1.3818,0.323386997,,0.004,0.004,0.9212,-0.082078111,,0.005,0.005,1.1515,0.14106544,,0.003,0.003,1.3818,0.323386997,
