,MilliQ,F13Jun19_0.1R5,A(CDOM),a(CDOM),ln(a),Sr,F13Jun19_0.1R5_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F13Jun19_0.1R5_Dil1:2_ReRun,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F28Aug19_3.8R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_3.8R1_Dil1:4,A(CDOM),Dilution 1:4 a(CDOM),Dilution 1:4 ln(a),Sr,F28Aug19_3.8R1_Dil1:8,A(CDOM),Dilution 1:8 a(CDOM),Dilution 1:8 ln(a),Sr,F28Aug19_9R1,A(CDOM),a(CDOM),ln(a),Sr,F28Aug19_9mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr,F11Sep190.1mR1,A(CDOM),a(CDOM),ln(a),Sr,F11Sep19_0.1mR1_Dil1:2,A(CDOM),Dilution 1:2 a(CDOM),Dilution 1:2 ln(a),Sr
589,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.002,0.003,1.3818,0.323386997,,0.01,0.011,2.5333,0.929522801,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.005,0.006,2.7636,1.016534178,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,
590,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
591,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
592,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
593,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
594,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
595,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
596,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
597,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
598,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
599,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.01,0.011,2.5333,0.929522801,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,
600,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
601,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
602,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
603,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
604,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
605,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0,0.001,0.4606,-0.775225292,
606,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
607,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
608,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
609,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
610,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,
611,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.9212,-0.082078111,
612,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
613,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
614,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
615,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
616,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
617,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
618,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
619,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
620,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
621,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
622,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
623,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
624,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
625,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
626,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
627,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
628,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.009,0.01,2.303,0.834212621,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.9212,-0.082078111,
629,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
630,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
631,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
632,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
633,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
634,-0.001,0.003,0.004,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
635,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
636,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
637,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
638,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
639,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
640,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
641,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
642,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
643,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
644,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
645,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
646,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
647,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
648,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
649,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
650,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0,0.001,0.4606,-0.775225292,
651,-0.001,0.002,0.003,0.6909,-0.369760183,,0.001,0.002,0.9212,-0.082078111,,0.001,0.002,0.9212,-0.082078111,,0.008,0.009,2.0727,0.728852105,,0.001,0.002,1.8424,0.61106907,,0.001,0.002,3.6848,1.30421625,,0.009,0.01,2.303,0.834212621,,0.004,0.005,2.303,0.834212621,,0.001,0.002,0.4606,-0.775225292,,0.001,0.002,0.9212,-0.082078111,
652,0,0.003,0.003,0.6909,-0.369760183,,0.001,0.001,0.4606,-0.775225292,,0.001,0.001,0.4606,-0.775225292,,0.008,0.008,1.8424,0.61106907,,0.001,0.001,0.9212,-0.082078111,,0.001,0.001,1.8424,0.61106907,,0.009,0.009,2.0727,0.728852105,,0.004,0.004,1.8424,0.61106907,,0.001,0.001,0.2303,-1.468372472,,0.001,0.001,0.4606,-0.775225292,
